pore width [nm],dV/dlog(w) [cm^3/g]
3.3039229885844863, 0.1451292137858599
3.698210821669163, 0.08202013822511361
4.213899920353249, 0.04328964637007615
4.907106994667788, 0.04840128488901513
5.851599237576678, 0.08260994266960658
6.9778820136621205, 0.16341315156514158
8.708215430302808, 0.2125635219395546
11.239250062108015, 0.34291030417249796
15.453711537768863, 0.38694903602797204
21.16461207123725, 0.04938429229650332
23.59685402243275, 0.021466881923836723
26.675388026040203, 0.012423213774944708
30.757934353954315, 0.00849118414499167
36.245353898375605, 0.005738763404024516
43.73763138628858, 0.004755755996536326
55.56375723653496, 0.003182944144555111
77.15817784655579, 0.0025931397000621415
113.92017419946842, 0.001806733774071645
149.08077999808458, 0.015568837478907194
207.8404002896604, 0.028151332294756914
